55597	2006	1	1	0
55597	2006	1	2	0
55597	2006	1	3	0
55597	2006	1	4	0
55597	2006	1	5	0
55597	2006	1	6	0
55597	2006	1	7	0
55597	2006	1	8	0
55597	2006	1	9	0
55597	2006	1	10	0
55597	2006	1	11	0
55597	2006	1	12	0
55597	2006	1	13	0
55597	2006	1	14	0
55597	2006	1	15	0
55597	2006	1	16	0
55597	2006	1	17	0
55597	2006	1	18	0
55597	2006	1	19	0
55597	2006	1	20	0
55597	2006	1	21	0
55597	2006	1	22	0
55597	2006	1	23	0
55597	2006	1	24	0
55597	2006	1	25	0
55597	2006	1	26	0
55597	2006	1	27	0
55597	2006	1	28	0
55597	2006	1	29	0
55597	2006	1	30	0
55597	2006	1	31	0
55597	2006	2	1	0
55597	2006	2	2	0
55597	2006	2	3	0
55597	2006	2	4	0
55597	2006	2	5	0
55597	2006	2	6	0
55597	2006	2	7	0
55597	2006	2	8	0
55597	2006	2	9	0
55597	2006	2	10	0
55597	2006	2	11	0
55597	2006	2	12	0
55597	2006	2	13	0
55597	2006	2	14	0
55597	2006	2	15	0
55597	2006	2	16	0
55597	2006	2	17	0
55597	2006	2	18	0
55597	2006	2	19	0
55597	2006	2	20	0
55597	2006	2	21	0
55597	2006	2	22	0
55597	2006	2	23	0
55597	2006	2	24	0
55597	2006	2	25	0
55597	2006	2	26	0
55597	2006	2	27	0
55597	2006	2	28	0
55597	2006	3	1	0
55597	2006	3	2	0
55597	2006	3	3	0
55597	2006	3	4	0
55597	2006	3	5	0
55597	2006	3	6	0
55597	2006	3	7	2
55597	2006	3	8	0
55597	2006	3	9	0
55597	2006	3	10	0
55597	2006	3	11	0
55597	2006	3	12	0
55597	2006	3	13	4
55597	2006	3	14	0
55597	2006	3	15	0
55597	2006	3	16	0
55597	2006	3	17	0
55597	2006	3	18	0
55597	2006	3	19	0
55597	2006	3	20	0
55597	2006	3	21	0
55597	2006	3	22	0
55597	2006	3	23	0
55597	2006	3	24	0
55597	2006	3	25	0
55597	2006	3	26	0
55597	2006	3	27	0
55597	2006	3	28	0
55597	2006	3	29	0
55597	2006	3	30	1
55597	2006	3	31	0
55597	2006	4	1	0
55597	2006	4	2	0
55597	2006	4	3	0
55597	2006	4	4	0
55597	2006	4	5	0
55597	2006	4	6	0
55597	2006	4	7	1
55597	2006	4	8	0
55597	2006	4	9	0
55597	2006	4	10	0
55597	2006	4	11	0
55597	2006	4	12	0
55597	2006	4	13	0
55597	2006	4	14	0
55597	2006	4	15	0
55597	2006	4	16	0
55597	2006	4	17	0
55597	2006	4	18	0
55597	2006	4	19	0
55597	2006	4	20	0
55597	2006	4	21	0
55597	2006	4	22	1
55597	2006	4	23	0
55597	2006	4	24	0
55597	2006	4	25	0
55597	2006	4	26	0
55597	2006	4	27	0
55597	2006	4	28	0
55597	2006	4	29	0
55597	2006	4	30	0
55597	2006	5	1	0
55597	2006	5	2	0
55597	2006	5	3	0
55597	2006	5	4	0
55597	2006	5	5	0
55597	2006	5	6	0
55597	2006	5	7	0
55597	2006	5	8	0
55597	2006	5	9	0
55597	2006	5	10	0
55597	2006	5	11	0
55597	2006	5	12	0
55597	2006	5	13	0
55597	2006	5	14	0
55597	2006	5	15	0
55597	2006	5	16	0
55597	2006	5	17	0
55597	2006	5	18	0
55597	2006	5	19	0
55597	2006	5	20	0
55597	2006	5	21	0
55597	2006	5	22	0
55597	2006	5	23	0
55597	2006	5	24	0
55597	2006	5	25	0
55597	2006	5	26	0
55597	2006	5	27	0
55597	2006	5	28	0
55597	2006	5	29	0
55597	2006	5	30	0
55597	2006	5	31	0
55597	2006	6	1	0
55597	2006	6	2	0
55597	2006	6	3	0
55597	2006	6	4	0
55597	2006	6	5	0
55597	2006	6	6	0
55597	2006	6	7	0
55597	2006	6	8	0
55597	2006	6	9	0
55597	2006	6	10	0
55597	2006	6	11	0
55597	2006	6	12	0
55597	2006	6	13	0
55597	2006	6	14	0
55597	2006	6	15	0
55597	2006	6	16	0
55597	2006	6	17	0
55597	2006	6	18	0
55597	2006	6	19	0
55597	2006	6	20	0
55597	2006	6	21	0
55597	2006	6	22	0
55597	2006	6	23	0
55597	2006	6	24	0
55597	2006	6	25	0
55597	2006	6	26	0
55597	2006	6	27	0
55597	2006	6	28	0
55597	2006	6	29	0
55597	2006	6	30	0
55597	2006	7	1	0
55597	2006	7	2	0
55597	2006	7	3	0
55597	2006	7	4	0
55597	2006	7	5	0
55597	2006	7	6	0
55597	2006	7	7	0
55597	2006	7	8	0
55597	2006	7	9	0
55597	2006	7	10	0
55597	2006	7	11	0
55597	2006	7	12	0
55597	2006	7	13	0
55597	2006	7	14	0
55597	2006	7	15	0
55597	2006	7	16	0
55597	2006	7	17	0
55597	2006	7	18	0
55597	2006	7	19	0
55597	2006	7	20	0
55597	2006	7	21	0
55597	2006	7	22	0
55597	2006	7	23	0
55597	2006	7	24	0
55597	2006	7	25	0
55597	2006	7	26	0
55597	2006	7	27	0
55597	2006	7	28	0
55597	2006	7	29	0
55597	2006	7	30	0
55597	2006	7	31	0
55597	2006	8	1	0
55597	2006	8	2	0
55597	2006	8	3	0
55597	2006	8	4	0
55597	2006	8	5	0
55597	2006	8	6	0
55597	2006	8	7	0
55597	2006	8	8	0
55597	2006	8	9	0
55597	2006	8	10	0
55597	2006	8	11	0
55597	2006	8	12	0
55597	2006	8	13	0
55597	2006	8	14	0
55597	2006	8	15	0
55597	2006	8	16	0
55597	2006	8	17	0
55597	2006	8	18	0
55597	2006	8	19	0
55597	2006	8	20	0
55597	2006	8	21	0
55597	2006	8	22	0
55597	2006	8	23	0
55597	2006	8	24	0
55597	2006	8	25	0
55597	2006	8	26	0
55597	2006	8	27	0
55597	2006	8	28	0
55597	2006	8	29	0
55597	2006	8	30	0
55597	2006	8	31	0
55597	2006	9	1	0
55597	2006	9	2	0
55597	2006	9	3	0
55597	2006	9	4	0
55597	2006	9	5	0
55597	2006	9	6	0
55597	2006	9	7	0
55597	2006	9	8	0
55597	2006	9	9	0
55597	2006	9	10	0
55597	2006	9	11	0
55597	2006	9	12	0
55597	2006	9	13	0
